date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-09-27,26,67,23,1348594,24
2026-09-28,28,64,24,1424780,27
2026-09-29,15,29,14,629840,12
2026-09-30,9,25,11,617146,9
2026-10-01,17,46,21,891260,16
2026-10-02,21,61,24,1260149,21
2026-10-03,48,135,50,2847371,48
2026-10-04,30,80,31,1453405,30
2026-10-05,9,20,9,469661,9
2026-10-06,19,42,19,859571,19
2026-10-07,9,17,8,371421,8
2026-10-08,17,41,17,1005982,16
2026-10-09,27,58,24,1277820,26
2026-10-10,68,188,70,4122897,64
2026-10-11,52,151,53,3520878,52
2026-10-12,20,60,23,1184479,20
2026-10-13,8,15,7,549815,7
2026-10-14,6,14,7,385070,6
2026-10-15,12,26,11,473201,11
2026-10-16,42,103,38,2357380,39
2026-10-17,38,116,39,2415964,38
2026-10-18,29,75,29,1783959,29
2026-10-19,22,59,22,1279871,20
2026-10-20,17,52,19,956180,17
2026-10-21,4,11,4,268840,4
2026-10-22,22,44,24,882642,16
2026-10-23,33,112,41,1913703,31
2026-10-24,46,160,54,3203362,45
2026-10-25,24,69,26,1297002,23
2026-10-26,11,19,11,483621,11
2026-10-27,1,4,1,94001,1
2026-10-28,3,5,3,192720,3
2026-10-29,11,21,10,568420,10
2026-10-30,30,70,30,1529820,29
2026-10-31,43,119,45,2922822,42
2026-11-01,32,82,31,1937287,29
2026-11-02,11,36,12,764463,11
2026-11-03,7,15,7,246670,7
2026-11-04,2,4,2,89980,2
2026-11-05,8,19,7,573600,7
2026-11-06,18,52,19,1166020,18
2026-11-07,33,101,34,4682797,33
2026-11-08,30,66,31,3743971,29
2026-11-09,28,76,29,3435324,27
2026-11-10,30,79,34,4575080,30
2026-11-11,25,60,25,3600200,25
2026-11-12,27,66,27,3167226,27
2026-11-13,47,117,49,6022884,45
2026-11-14,33,97,31,6055536,33
2026-11-15,42,92,40,5496747,39
2026-11-16,18,50,21,2853490,18
2026-11-17,25,54,26,2813380,25
2026-11-18,16,35,18,1797268,16
2026-11-19,26,55,25,3312474,25
2026-11-20,36,105,39,4848151,36
2026-11-21,42,167,48,7857223,41
2026-11-22,50,139,47,7940469,50
2026-11-23,39,115,36,4647692,38
2026-11-24,20,45,20,2308371,20
2026-11-25,20,55,20,2839021,19
2026-11-26,16,76,26,4242000,15
2026-11-27,39,116,41,5094667,38
2026-11-28,33,97,32,5264653,33
2026-11-29,32,69,39,3994776,31
2026-11-30,16,39,17,2361530,16
2026-12-01,15,32,16,2032540,15
2026-12-02,3,40,3,1015900,3
2026-12-03,17,43,17,2195090,17
2026-12-04,30,117,33,4786845,30
2026-12-05,31,159,37,5845741,31
2026-12-06,27,70,28,3883200,27
2026-12-07,14,33,13,1988080,14
2026-12-08,8,16,8,1199101,8
2026-12-09,7,29,10,929444,7
2026-12-10,7,17,7,1040040,7
2026-12-11,19,41,19,2133151,19
2026-12-12,27,86,29,4560159,27
2026-12-13,19,39,17,2290361,19
2026-12-14,5,11,5,1009520,5
2026-12-15,7,16,6,1047280,7
2026-12-16,5,12,5,800401,5
2026-12-17,12,34,13,1345220,12
2026-12-18,18,40,18,1922224,18
2026-12-19,20,50,20,2927572,20
2026-12-20,9,19,9,1256777,9
2026-12-21,9,16,8,990660,8
2026-12-22,3,8,4,536800,3
2026-12-23,1,2,1,121000,1
2026-12-24,1,2,1,120000,1
2026-12-25,16,35,16,2254421,16
2026-12-26,15,36,15,2307818,15
