date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-10-09,0,0,0,0,0
2024-10-10,0,0,0,0,0
2024-10-11,6,13,6,226457,6
2024-10-12,11,28,11,616478,11
2024-10-13,11,24,11,501869,10
2024-10-14,6,18,6,316523,6
2024-10-15,0,0,0,0,0
2024-10-16,1,4,1,49546,1
2024-10-17,1,4,1,63910,1
2024-10-18,7,23,7,339936,7
2024-10-19,9,30,9,591662,9
2024-10-20,9,23,9,484558,9
2024-10-21,0,0,0,0,0
2024-10-22,0,0,0,0,0
2024-10-23,1,2,1,41819,1
2024-10-24,3,6,3,103547,3
2024-10-25,8,36,8,384276,8
2024-10-26,11,23,11,437960,11
2024-10-27,2,9,2,140688,2
2024-10-28,0,0,0,0,0
2024-10-29,0,0,0,0,0
2024-10-30,0,0,0,0,0
2024-10-31,0,0,0,0,0
2024-11-01,2,8,2,114092,2
2024-11-02,11,34,11,559778,11
2024-11-03,11,35,11,599686,6
2024-11-04,1,5,1,84091,1
2024-11-05,0,0,0,0,0
2024-11-06,0,0,0,0,0
2024-11-07,3,6,3,302728,3
2024-11-08,3,8,3,341820,3
2024-11-09,4,13,4,525093,3
2024-11-10,6,16,6,610003,6
2024-11-11,2,6,2,180001,2
2024-11-12,1,3,1,129546,1
2024-11-13,0,0,0,0,0
2024-11-14,1,2,1,84546,1
2024-11-15,5,13,5,464639,5
2024-11-16,5,12,5,592730,5
2024-11-17,10,23,10,956005,10
2024-11-18,3,6,3,189457,3
2024-11-19,0,0,0,0,0
2024-11-20,0,0,0,0,0
2024-11-21,0,0,0,0,0
2024-11-22,4,12,4,509729,4
2024-11-23,7,19,7,902093,7
2024-11-24,4,8,4,310003,4
2024-11-25,0,0,0,0,0
2024-11-26,0,0,0,0,0
2024-11-27,2,4,2,168183,2
2024-11-28,1,2,1,50000,1
2024-11-29,2,4,2,121819,2
2024-11-30,3,8,3,451365,3
2024-12-01,3,6,3,221092,3
2024-12-02,0,0,0,0,0
2024-12-03,0,0,0,0,0
2024-12-04,0,0,0,0,0
2024-12-05,0,0,0,0,0
2024-12-06,1,2,1,90000,1
2024-12-07,7,15,7,718368,7
2024-12-08,2,4,2,171819,2
2024-12-09,2,6,2,259091,2
2024-12-10,0,0,0,0,0
2024-12-11,1,2,1,108182,1
2024-12-12,0,0,0,0,0
2024-12-13,1,2,1,104546,1
2024-12-14,7,17,7,803231,7
2024-12-15,5,20,5,429094,5
2024-12-16,0,0,0,0,0
2024-12-17,0,0,0,0,0
2024-12-18,1,2,1,77273,1
2024-12-19,0,0,0,0,0
2024-12-20,0,0,0,0,0
2024-12-21,2,12,2,364000,2
2024-12-22,1,3,1,64546,1
2024-12-23,0,0,0,0,0
2024-12-24,0,0,0,0,0
2024-12-25,0,0,0,0,0
2024-12-26,1,2,1,108182,1
2024-12-27,0,0,0,0,0
2024-12-28,3,6,3,301819,3
2024-12-29,8,27,8,1001005,8
2024-12-30,0,0,0,0,0
2024-12-31,4,17,4,838639,4
2025-01-01,1,2,1,100910,1
2025-01-02,5,14,5,662820,5
2025-01-03,2,6,2,331820,2
2025-01-04,0,0,0,0,0
2025-01-05,0,0,0,0,0
2025-01-06,0,0,0,0,0
2025-01-07,0,0,0,0,0
